"measurementLabel" "measurementCode" "subjectID" "activityLabel" "activityCode" "meanMeasurementBySubjectByActivity"
"tBodyAccMag-std()" 202 24 "WALKING_UPSTAIRS" 2 -0.307
"tBodyAccMag-std()" 202 24 "WALKING_DOWNSTAIRS" 3 -0.0225
"tBodyAccMag-std()" 202 24 "SITTING" 4 -0.964
"tBodyAccMag-std()" 202 24 "STANDING" 5 -0.948
"tBodyAccMag-std()" 202 24 "LAYING" 6 -0.969
"tBodyAccMag-std()" 202 25 "WALKING" 1 -0.566
"tBodyAccMag-std()" 202 25 "WALKING_UPSTAIRS" 2 -0.48
"tBodyAccMag-std()" 202 25 "WALKING_DOWNSTAIRS" 3 -0.259
"tBodyAccMag-std()" 202 25 "SITTING" 4 -0.96
"tBodyAccMag-std()" 202 25 "STANDING" 5 -0.968
"tBodyAccMag-std()" 202 25 "LAYING" 6 -0.649
"tBodyAccMag-std()" 202 26 "WALKING" 1 -0.422
"tBodyAccMag-std()" 202 26 "WALKING_UPSTAIRS" 2 -0.151
"tBodyAccMag-std()" 202 26 "WALKING_DOWNSTAIRS" 3 0.147
"tBodyAccMag-std()" 202 26 "SITTING" 4 -0.934
"tBodyAccMag-std()" 202 26 "STANDING" 5 -0.963
"tBodyAccMag-std()" 202 26 "LAYING" 6 -0.964
"tBodyAccMag-std()" 202 27 "WALKING" 1 -0.407
"tBodyAccMag-std()" 202 27 "WALKING_UPSTAIRS" 2 -0.38
"tBodyAccMag-std()" 202 27 "WALKING_DOWNSTAIRS" 3 0.121
"tBodyAccMag-std()" 202 27 "SITTING" 4 -0.97
"tBodyAccMag-std()" 202 27 "STANDING" 5 -0.966
"tBodyAccMag-std()" 202 27 "LAYING" 6 -0.979
"tBodyAccMag-std()" 202 28 "WALKING" 1 -0.393
"tBodyAccMag-std()" 202 28 "WALKING_UPSTAIRS" 2 -0.212
"tBodyAccMag-std()" 202 28 "WALKING_DOWNSTAIRS" 3 0.135
"tBodyAccMag-std()" 202 28 "SITTING" 4 -0.948
"tBodyAccMag-std()" 202 28 "STANDING" 5 -0.918
"tBodyAccMag-std()" 202 28 "LAYING" 6 -0.955
"tBodyAccMag-std()" 202 29 "WALKING" 1 -0.263
"tBodyAccMag-std()" 202 29 "WALKING_UPSTAIRS" 2 -0.0415
"tBodyAccMag-std()" 202 29 "WALKING_DOWNSTAIRS" 3 0.134
"tBodyAccMag-std()" 202 29 "SITTING" 4 -0.969
"tBodyAccMag-std()" 202 29 "STANDING" 5 -0.982
"tBodyAccMag-std()" 202 29 "LAYING" 6 -0.982
"tBodyAccMag-std()" 202 30 "WALKING" 1 -0.36
"tBodyAccMag-std()" 202 30 "WALKING_UPSTAIRS" 2 -0.327
"tBodyAccMag-std()" 202 30 "WALKING_DOWNSTAIRS" 3 -0.0136
"tBodyAccMag-std()" 202 30 "SITTING" 4 -0.943
"tBodyAccMag-std()" 202 30 "STANDING" 5 -0.917
"tBodyAccMag-std()" 202 30 "LAYING" 6 -0.96
"tGravityAccMag-mean()" 214 1 "WALKING" 1 -0.137
"tGravityAccMag-mean()" 214 1 "WALKING_UPSTAIRS" 2 -0.13
"tGravityAccMag-mean()" 214 1 "WALKING_DOWNSTAIRS" 3 0.0272
"tGravityAccMag-mean()" 214 1 "SITTING" 4 -0.949
"tGravityAccMag-mean()" 214 1 "STANDING" 5 -0.984
"tGravityAccMag-mean()" 214 1 "LAYING" 6 -0.842
"tGravityAccMag-mean()" 214 2 "WALKING" 1 -0.29
"tGravityAccMag-mean()" 214 2 "WALKING_UPSTAIRS" 2 -0.107
"tGravityAccMag-mean()" 214 2 "WALKING_DOWNSTAIRS" 3 0.09
"tGravityAccMag-mean()" 214 2 "SITTING" 4 -0.968
"tGravityAccMag-mean()" 214 2 "STANDING" 5 -0.966
"tGravityAccMag-mean()" 214 2 "LAYING" 6 -0.977
"tGravityAccMag-mean()" 214 3 "WALKING" 1 -0.255
"tGravityAccMag-mean()" 214 3 "WALKING_UPSTAIRS" 2 -0.184
"tGravityAccMag-mean()" 214 3 "WALKING_DOWNSTAIRS" 3 -0.0628
"tGravityAccMag-mean()" 214 3 "SITTING" 4 -0.895
"tGravityAccMag-mean()" 214 3 "STANDING" 5 -0.925
"tGravityAccMag-mean()" 214 3 "LAYING" 6 -0.973
"tGravityAccMag-mean()" 214 4 "WALKING" 1 -0.312
"tGravityAccMag-mean()" 214 4 "WALKING_UPSTAIRS" 2 -0.154
"tGravityAccMag-mean()" 214 4 "WALKING_DOWNSTAIRS" 3 -0.0492
"tGravityAccMag-mean()" 214 4 "SITTING" 4 -0.936
"tGravityAccMag-mean()" 214 4 "STANDING" 5 -0.906
"tGravityAccMag-mean()" 214 4 "LAYING" 6 -0.955
"tGravityAccMag-mean()" 214 5 "WALKING" 1 -0.158
"tGravityAccMag-mean()" 214 5 "WALKING_UPSTAIRS" 2 0.0436
"tGravityAccMag-mean()" 214 5 "WALKING_DOWNSTAIRS" 3 0.211
"tGravityAccMag-mean()" 214 5 "SITTING" 4 -0.938
"tGravityAccMag-mean()" 214 5 "STANDING" 5 -0.906
"tGravityAccMag-mean()" 214 5 "LAYING" 6 -0.967
"tGravityAccMag-mean()" 214 6 "WALKING" 1 -0.167
"tGravityAccMag-mean()" 214 6 "WALKING_UPSTAIRS" 2 0.0178
"tGravityAccMag-mean()" 214 6 "WALKING_DOWNSTAIRS" 3 0.334
"tGravityAccMag-mean()" 214 6 "SITTING" 4 -0.95
"tGravityAccMag-mean()" 214 6 "STANDING" 5 -0.945
"tGravityAccMag-mean()" 214 6 "LAYING" 6 -0.919
"tGravityAccMag-mean()" 214 7 "WALKING" 1 -0.0978
"tGravityAccMag-mean()" 214 7 "WALKING_UPSTAIRS" 2 -0.198
"tGravityAccMag-mean()" 214 7 "WALKING_DOWNSTAIRS" 3 0.0199
"tGravityAccMag-mean()" 214 7 "SITTING" 4 -0.918
"tGravityAccMag-mean()" 214 7 "STANDING" 5 -0.943
"tGravityAccMag-mean()" 214 7 "LAYING" 6 -0.936
"tGravityAccMag-mean()" 214 8 "WALKING" 1 0.0517
"tGravityAccMag-mean()" 214 8 "WALKING_UPSTAIRS" 2 0.121
"tGravityAccMag-mean()" 214 8 "WALKING_DOWNSTAIRS" 3 0.177
"tGravityAccMag-mean()" 214 8 "SITTING" 4 -0.952
"tGravityAccMag-mean()" 214 8 "STANDING" 5 -0.954
"tGravityAccMag-mean()" 214 8 "LAYING" 6 -0.935
"tGravityAccMag-mean()" 214 9 "WALKING" 1 -0.0981
"tGravityAccMag-mean()" 214 9 "WALKING_UPSTAIRS" 2 -0.261
"tGravityAccMag-mean()" 214 9 "WALKING_DOWNSTAIRS" 3 0.146
"tGravityAccMag-mean()" 214 9 "SITTING" 4 -0.893
"tGravityAccMag-mean()" 214 9 "STANDING" 5 -0.945
"tGravityAccMag-mean()" 214 9 "LAYING" 6 -0.931
"tGravityAccMag-mean()" 214 10 "WALKING" 1 -0.127
"tGravityAccMag-mean()" 214 10 "WALKING_UPSTAIRS" 2 -0.0267
"tGravityAccMag-mean()" 214 10 "WALKING_DOWNSTAIRS" 3 0.251
"tGravityAccMag-mean()" 214 10 "SITTING" 4 -0.961
"tGravityAccMag-mean()" 214 10 "STANDING" 5 -0.952
"tGravityAccMag-mean()" 214 10 "LAYING" 6 -0.957
"tGravityAccMag-mean()" 214 11 "WALKING" 1 -0.288
"tGravityAccMag-mean()" 214 11 "WALKING_UPSTAIRS" 2 -0.133
"tGravityAccMag-mean()" 214 11 "WALKING_DOWNSTAIRS" 3 0.126
"tGravityAccMag-mean()" 214 11 "SITTING" 4 -0.962
"tGravityAccMag-mean()" 214 11 "STANDING" 5 -0.985
"tGravityAccMag-mean()" 214 11 "LAYING" 6 -0.981
"tGravityAccMag-mean()" 214 12 "WALKING" 1 -0.102
"tGravityAccMag-mean()" 214 12 "WALKING_UPSTAIRS" 2 -0.229
"tGravityAccMag-mean()" 214 12 "WALKING_DOWNSTAIRS" 3 0.0183
"tGravityAccMag-mean()" 214 12 "SITTING" 4 -0.952
"tGravityAccMag-mean()" 214 12 "STANDING" 5 -0.941
"tGravityAccMag-mean()" 214 12 "LAYING" 6 -0.948
"tGravityAccMag-mean()" 214 13 "WALKING" 1 -0.136
"tGravityAccMag-mean()" 214 13 "WALKING_UPSTAIRS" 2 -0.101
"tGravityAccMag-mean()" 214 13 "WALKING_DOWNSTAIRS" 3 -0.0295
"tGravityAccMag-mean()" 214 13 "SITTING" 4 -0.958
"tGravityAccMag-mean()" 214 13 "STANDING" 5 -0.972
"tGravityAccMag-mean()" 214 13 "LAYING" 6 -0.961
"tGravityAccMag-mean()" 214 14 "WALKING" 1 -0.144
"tGravityAccMag-mean()" 214 14 "WALKING_UPSTAIRS" 2 0.14
"tGravityAccMag-mean()" 214 14 "WALKING_DOWNSTAIRS" 3 0.186
"tGravityAccMag-mean()" 214 14 "SITTING" 4 -0.944
"tGravityAccMag-mean()" 214 14 "STANDING" 5 -0.943
"tGravityAccMag-mean()" 214 14 "LAYING" 6 -0.906
"tGravityAccMag-mean()" 214 15 "WALKING" 1 -0.187
"tGravityAccMag-mean()" 214 15 "WALKING_UPSTAIRS" 2 -0.000971
"tGravityAccMag-mean()" 214 15 "WALKING_DOWNSTAIRS" 3 0.32
"tGravityAccMag-mean()" 214 15 "SITTING" 4 -0.959
"tGravityAccMag-mean()" 214 15 "STANDING" 5 -0.961
"tGravityAccMag-mean()" 214 15 "LAYING" 6 -0.955
"tGravityAccMag-mean()" 214 16 "WALKING" 1 -0.259
"tGravityAccMag-mean()" 214 16 "WALKING_UPSTAIRS" 2 -0.234
"tGravityAccMag-mean()" 214 16 "WALKING_DOWNSTAIRS" 3 0.191
"tGravityAccMag-mean()" 214 16 "SITTING" 4 -0.962
"tGravityAccMag-mean()" 214 16 "STANDING" 5 -0.97
"tGravityAccMag-mean()" 214 16 "LAYING" 6 -0.962
"tGravityAccMag-mean()" 214 17 "WALKING" 1 -0.151
"tGravityAccMag-mean()" 214 17 "WALKING_UPSTAIRS" 2 -0.0128
"tGravityAccMag-mean()" 214 17 "WALKING_DOWNSTAIRS" 3 0.149
"tGravityAccMag-mean()" 214 17 "SITTING" 4 -0.973
"tGravityAccMag-mean()" 214 17 "STANDING" 5 -0.978
"tGravityAccMag-mean()" 214 17 "LAYING" 6 -0.953
"tGravityAccMag-mean()" 214 18 "WALKING" 1 -0.288
"tGravityAccMag-mean()" 214 18 "WALKING_UPSTAIRS" 2 -0.279
"tGravityAccMag-mean()" 214 18 "WALKING_DOWNSTAIRS" 3 -0.294
"tGravityAccMag-mean()" 214 18 "SITTING" 4 -0.984
"tGravityAccMag-mean()" 214 18 "STANDING" 5 -0.973
"tGravityAccMag-mean()" 214 18 "LAYING" 6 -0.986
"tGravityAccMag-mean()" 214 19 "WALKING" 1 0.0648
"tGravityAccMag-mean()" 214 19 "WALKING_UPSTAIRS" 2 0.0174
"tGravityAccMag-mean()" 214 19 "WALKING_DOWNSTAIRS" 3 0.645
"tGravityAccMag-mean()" 214 19 "SITTING" 4 -0.962
"tGravityAccMag-mean()" 214 19 "STANDING" 5 -0.961
"tGravityAccMag-mean()" 214 19 "LAYING" 6 -0.966
"tGravityAccMag-mean()" 214 20 "WALKING" 1 0.0394
"tGravityAccMag-mean()" 214 20 "WALKING_UPSTAIRS" 2 0.00873
"tGravityAccMag-mean()" 214 20 "WALKING_DOWNSTAIRS" 3 0.222
"tGravityAccMag-mean()" 214 20 "SITTING" 4 -0.953
"tGravityAccMag-mean()" 214 20 "STANDING" 5 -0.922
"tGravityAccMag-mean()" 214 20 "LAYING" 6 -0.961
"tGravityAccMag-mean()" 214 21 "WALKING" 1 -0.123
"tGravityAccMag-mean()" 214 21 "WALKING_UPSTAIRS" 2 -0.081
"tGravityAccMag-mean()" 214 21 "WALKING_DOWNSTAIRS" 3 0.246
"tGravityAccMag-mean()" 214 21 "SITTING" 4 -0.975
"tGravityAccMag-mean()" 214 21 "STANDING" 5 -0.959
"tGravityAccMag-mean()" 214 21 "LAYING" 6 -0.953
"tGravityAccMag-mean()" 214 22 "WALKING" 1 0.0722
"tGravityAccMag-mean()" 214 22 "WALKING_UPSTAIRS" 2 0.21
"tGravityAccMag-mean()" 214 22 "WALKING_DOWNSTAIRS" 3 0.331
"tGravityAccMag-mean()" 214 22 "SITTING" 4 -0.942
"tGravityAccMag-mean()" 214 22 "STANDING" 5 -0.955
"tGravityAccMag-mean()" 214 22 "LAYING" 6 -0.935
"tGravityAccMag-mean()" 214 23 "WALKING" 1 -0.0989
"tGravityAccMag-mean()" 214 23 "WALKING_UPSTAIRS" 2 -0.0118
"tGravityAccMag-mean()" 214 23 "WALKING_DOWNSTAIRS" 3 0.127
"tGravityAccMag-mean()" 214 23 "SITTING" 4 -0.944
"tGravityAccMag-mean()" 214 23 "STANDING" 5 -0.957
"tGravityAccMag-mean()" 214 23 "LAYING" 6 -0.963
"tGravityAccMag-mean()" 214 24 "WALKING" 1 -0.3
"tGravityAccMag-mean()" 214 24 "WALKING_UPSTAIRS" 2 -0.226
"tGravityAccMag-mean()" 214 24 "WALKING_DOWNSTAIRS" 3 -0.0738
"tGravityAccMag-mean()" 214 24 "SITTING" 4 -0.969
"tGravityAccMag-mean()" 214 24 "STANDING" 5 -0.95
"tGravityAccMag-mean()" 214 24 "LAYING" 6 -0.972
"tGravityAccMag-mean()" 214 25 "WALKING" 1 -0.405
"tGravityAccMag-mean()" 214 25 "WALKING_UPSTAIRS" 2 -0.306
"tGravityAccMag-mean()" 214 25 "WALKING_DOWNSTAIRS" 3 -0.22
"tGravityAccMag-mean()" 214 25 "SITTING" 4 -0.97
"tGravityAccMag-mean()" 214 25 "STANDING" 5 -0.973
"tGravityAccMag-mean()" 214 25 "LAYING" 6 -0.56
"tGravityAccMag-mean()" 214 26 "WALKING" 1 -0.223
"tGravityAccMag-mean()" 214 26 "WALKING_UPSTAIRS" 2 -0.143
"tGravityAccMag-mean()" 214 26 "WALKING_DOWNSTAIRS" 3 0.114
"tGravityAccMag-mean()" 214 26 "SITTING" 4 -0.953
"tGravityAccMag-mean()" 214 26 "STANDING" 5 -0.969
"tGravityAccMag-mean()" 214 26 "LAYING" 6 -0.977
"tGravityAccMag-mean()" 214 27 "WALKING" 1 -0.239
"tGravityAccMag-mean()" 214 27 "WALKING_UPSTAIRS" 2 -0.161
"tGravityAccMag-mean()" 214 27 "WALKING_DOWNSTAIRS" 3 0.108
"tGravityAccMag-mean()" 214 27 "SITTING" 4 -0.979
"tGravityAccMag-mean()" 214 27 "STANDING" 5 -0.973
"tGravityAccMag-mean()" 214 27 "LAYING" 6 -0.982
"tGravityAccMag-mean()" 214 28 "WALKING" 1 -0.181
"tGravityAccMag-mean()" 214 28 "WALKING_UPSTAIRS" 2 -0.186
"tGravityAccMag-mean()" 214 28 "WALKING_DOWNSTAIRS" 3 0.104
"tGravityAccMag-mean()" 214 28 "SITTING" 4 -0.956
"tGravityAccMag-mean()" 214 28 "STANDING" 5 -0.925
"tGravityAccMag-mean()" 214 28 "LAYING" 6 -0.958
"tGravityAccMag-mean()" 214 29 "WALKING" 1 -0.0955
"tGravityAccMag-mean()" 214 29 "WALKING_UPSTAIRS" 2 0.00834
"tGravityAccMag-mean()" 214 29 "WALKING_DOWNSTAIRS" 3 0.104
"tGravityAccMag-mean()" 214 29 "SITTING" 4 -0.978
"tGravityAccMag-mean()" 214 29 "STANDING" 5 -0.985
"tGravityAccMag-mean()" 214 29 "LAYING" 6 -0.986
"tGravityAccMag-mean()" 214 30 "WALKING" 1 -0.195
"tGravityAccMag-mean()" 214 30 "WALKING_UPSTAIRS" 2 -0.138
"tGravityAccMag-mean()" 214 30 "WALKING_DOWNSTAIRS" 3 -0.0374
"tGravityAccMag-mean()" 214 30 "SITTING" 4 -0.957
"tGravityAccMag-mean()" 214 30 "STANDING" 5 -0.931
"tGravityAccMag-mean()" 214 30 "LAYING" 6 -0.97
"tGravityAccMag-std()" 215 1 "WALKING" 1 -0.22
"tGravityAccMag-std()" 215 1 "WALKING_UPSTAIRS" 2 -0.325
"tGravityAccMag-std()" 215 1 "WALKING_DOWNSTAIRS" 3 0.0199
"tGravityAccMag-std()" 215 1 "SITTING" 4 -0.927
"tGravityAccMag-std()" 215 1 "STANDING" 5 -0.982
"tGravityAccMag-std()" 215 1 "LAYING" 6 -0.795
"tGravityAccMag-std()" 215 2 "WALKING" 1 -0.423
"tGravityAccMag-std()" 215 2 "WALKING_UPSTAIRS" 2 -0.206
"tGravityAccMag-std()" 215 2 "WALKING_DOWNSTAIRS" 3 0.216
"tGravityAccMag-std()" 215 2 "SITTING" 4 -0.953
"tGravityAccMag-std()" 215 2 "STANDING" 5 -0.958
"tGravityAccMag-std()" 215 2 "LAYING" 6 -0.973
"tGravityAccMag-std()" 215 3 "WALKING" 1 -0.328
"tGravityAccMag-std()" 215 3 "WALKING_UPSTAIRS" 2 -0.334
"tGravityAccMag-std()" 215 3 "WALKING_DOWNSTAIRS" 3 -0.0411
"tGravityAccMag-std()" 215 3 "SITTING" 4 -0.87
"tGravityAccMag-std()" 215 3 "STANDING" 5 -0.915
"tGravityAccMag-std()" 215 3 "LAYING" 6 -0.964
"tGravityAccMag-std()" 215 4 "WALKING" 1 -0.528
"tGravityAccMag-std()" 215 4 "WALKING_UPSTAIRS" 2 -0.212
"tGravityAccMag-std()" 215 4 "WALKING_DOWNSTAIRS" 3 -0.082
"tGravityAccMag-std()" 215 4 "SITTING" 4 -0.914
"tGravityAccMag-std()" 215 4 "STANDING" 5 -0.891
"tGravityAccMag-std()" 215 4 "LAYING" 6 -0.931
"tGravityAccMag-std()" 215 5 "WALKING" 1 -0.377
"tGravityAccMag-std()" 215 5 "WALKING_UPSTAIRS" 2 -0.137
"tGravityAccMag-std()" 215 5 "WALKING_DOWNSTAIRS" 3 0.205
"tGravityAccMag-std()" 215 5 "SITTING" 4 -0.921
"tGravityAccMag-std()" 215 5 "STANDING" 5 -0.88
"tGravityAccMag-std()" 215 5 "LAYING" 6 -0.959
"tGravityAccMag-std()" 215 6 "WALKING" 1 -0.267
"tGravityAccMag-std()" 215 6 "WALKING_UPSTAIRS" 2 -0.0792
"tGravityAccMag-std()" 215 6 "WALKING_DOWNSTAIRS" 3 0.374
"tGravityAccMag-std()" 215 6 "SITTING" 4 -0.932
"tGravityAccMag-std()" 215 6 "STANDING" 5 -0.939
"tGravityAccMag-std()" 215 6 "LAYING" 6 -0.897
"tGravityAccMag-std()" 215 7 "WALKING" 1 -0.199
"tGravityAccMag-std()" 215 7 "WALKING_UPSTAIRS" 2 -0.335
"tGravityAccMag-std()" 215 7 "WALKING_DOWNSTAIRS" 3 0.215
"tGravityAccMag-std()" 215 7 "SITTING" 4 -0.882
"tGravityAccMag-std()" 215 7 "STANDING" 5 -0.934
"tGravityAccMag-std()" 215 7 "LAYING" 6 -0.907
"tGravityAccMag-std()" 215 8 "WALKING" 1 -0.18
"tGravityAccMag-std()" 215 8 "WALKING_UPSTAIRS" 2 -0.227
"tGravityAccMag-std()" 215 8 "WALKING_DOWNSTAIRS" 3 0.131
"tGravityAccMag-std()" 215 8 "SITTING" 4 -0.93
"tGravityAccMag-std()" 215 8 "STANDING" 5 -0.937
"tGravityAccMag-std()" 215 8 "LAYING" 6 -0.913
"tGravityAccMag-std()" 215 9 "WALKING" 1 -0.379
"tGravityAccMag-std()" 215 9 "WALKING_UPSTAIRS" 2 -0.4
"tGravityAccMag-std()" 215 9 "WALKING_DOWNSTAIRS" 3 0.265
"tGravityAccMag-std()" 215 9 "SITTING" 4 -0.864
"tGravityAccMag-std()" 215 9 "STANDING" 5 -0.936
"tGravityAccMag-std()" 215 9 "LAYING" 6 -0.915
"tGravityAccMag-std()" 215 10 "WALKING" 1 -0.186
"tGravityAccMag-std()" 215 10 "WALKING_UPSTAIRS" 2 -0.212
"tGravityAccMag-std()" 215 10 "WALKING_DOWNSTAIRS" 3 0.157
"tGravityAccMag-std()" 215 10 "SITTING" 4 -0.94
"tGravityAccMag-std()" 215 10 "STANDING" 5 -0.937
"tGravityAccMag-std()" 215 10 "LAYING" 6 -0.94
"tGravityAccMag-std()" 215 11 "WALKING" 1 -0.488
"tGravityAccMag-std()" 215 11 "WALKING_UPSTAIRS" 2 -0.29
"tGravityAccMag-std()" 215 11 "WALKING_DOWNSTAIRS" 3 0.0508
"tGravityAccMag-std()" 215 11 "SITTING" 4 -0.945
"tGravityAccMag-std()" 215 11 "STANDING" 5 -0.98
"tGravityAccMag-std()" 215 11 "LAYING" 6 -0.973
"tGravityAccMag-std()" 215 12 "WALKING" 1 -0.237
"tGravityAccMag-std()" 215 12 "WALKING_UPSTAIRS" 2 -0.286
"tGravityAccMag-std()" 215 12 "WALKING_DOWNSTAIRS" 3 0.0973
"tGravityAccMag-std()" 215 12 "SITTING" 4 -0.948
"tGravityAccMag-std()" 215 12 "STANDING" 5 -0.935
"tGravityAccMag-std()" 215 12 "LAYING" 6 -0.937
"tGravityAccMag-std()" 215 13 "WALKING" 1 -0.293
"tGravityAccMag-std()" 215 13 "WALKING_UPSTAIRS" 2 -0.326
"tGravityAccMag-std()" 215 13 "WALKING_DOWNSTAIRS" 3 -0.0156
"tGravityAccMag-std()" 215 13 "SITTING" 4 -0.938
"tGravityAccMag-std()" 215 13 "STANDING" 5 -0.969
"tGravityAccMag-std()" 215 13 "LAYING" 6 -0.948
"tGravityAccMag-std()" 215 14 "WALKING" 1 -0.364
"tGravityAccMag-std()" 215 14 "WALKING_UPSTAIRS" 2 -0.0198
"tGravityAccMag-std()" 215 14 "WALKING_DOWNSTAIRS" 3 0.428
"tGravityAccMag-std()" 215 14 "SITTING" 4 -0.925
"tGravityAccMag-std()" 215 14 "STANDING" 5 -0.937
"tGravityAccMag-std()" 215 14 "LAYING" 6 -0.857
"tGravityAccMag-std()" 215 15 "WALKING" 1 -0.324
"tGravityAccMag-std()" 215 15 "WALKING_UPSTAIRS" 2 -0.137
"tGravityAccMag-std()" 215 15 "WALKING_DOWNSTAIRS" 3 0.353
"tGravityAccMag-std()" 215 15 "SITTING" 4 -0.938
"tGravityAccMag-std()" 215 15 "STANDING" 5 -0.949
"tGravityAccMag-std()" 215 15 "LAYING" 6 -0.943
"tGravityAccMag-std()" 215 16 "WALKING" 1 -0.472
"tGravityAccMag-std()" 215 16 "WALKING_UPSTAIRS" 2 -0.335
"tGravityAccMag-std()" 215 16 "WALKING_DOWNSTAIRS" 3 0.119
"tGravityAccMag-std()" 215 16 "SITTING" 4 -0.941
"tGravityAccMag-std()" 215 16 "STANDING" 5 -0.957
"tGravityAccMag-std()" 215 16 "LAYING" 6 -0.958
"tGravityAccMag-std()" 215 17 "WALKING" 1 -0.462
"tGravityAccMag-std()" 215 17 "WALKING_UPSTAIRS" 2 -0.103
"tGravityAccMag-std()" 215 17 "WALKING_DOWNSTAIRS" 3 0.0914
"tGravityAccMag-std()" 215 17 "SITTING" 4 -0.965
"tGravityAccMag-std()" 215 17 "STANDING" 5 -0.975
"tGravityAccMag-std()" 215 17 "LAYING" 6 -0.948
"tGravityAccMag-std()" 215 18 "WALKING" 1 -0.46
"tGravityAccMag-std()" 215 18 "WALKING_UPSTAIRS" 2 -0.372
"tGravityAccMag-std()" 215 18 "WALKING_DOWNSTAIRS" 3 -0.23
"tGravityAccMag-std()" 215 18 "SITTING" 4 -0.982
"tGravityAccMag-std()" 215 18 "STANDING" 5 -0.972
"tGravityAccMag-std()" 215 18 "LAYING" 6 -0.986
"tGravityAccMag-std()" 215 19 "WALKING" 1 -0.0994
"tGravityAccMag-std()" 215 19 "WALKING_UPSTAIRS" 2 -0.178
"tGravityAccMag-std()" 215 19 "WALKING_DOWNSTAIRS" 3 0.413
"tGravityAccMag-std()" 215 19 "SITTING" 4 -0.952
"tGravityAccMag-std()" 215 19 "STANDING" 5 -0.963
"tGravityAccMag-std()" 215 19 "LAYING" 6 -0.963
"tGravityAccMag-std()" 215 20 "WALKING" 1 -0.157
"tGravityAccMag-std()" 215 20 "WALKING_UPSTAIRS" 2 -0.198
"tGravityAccMag-std()" 215 20 "WALKING_DOWNSTAIRS" 3 0.173
"tGravityAccMag-std()" 215 20 "SITTING" 4 -0.938
"tGravityAccMag-std()" 215 20 "STANDING" 5 -0.911
"tGravityAccMag-std()" 215 20 "LAYING" 6 -0.939
"tGravityAccMag-std()" 215 21 "WALKING" 1 -0.3
"tGravityAccMag-std()" 215 21 "WALKING_UPSTAIRS" 2 -0.278
"tGravityAccMag-std()" 215 21 "WALKING_DOWNSTAIRS" 3 0.264
"tGravityAccMag-std()" 215 21 "SITTING" 4 -0.972
"tGravityAccMag-std()" 215 21 "STANDING" 5 -0.957
"tGravityAccMag-std()" 215 21 "LAYING" 6 -0.942
"tGravityAccMag-std()" 215 22 "WALKING" 1 -0.162
"tGravityAccMag-std()" 215 22 "WALKING_UPSTAIRS" 2 -0.159
"tGravityAccMag-std()" 215 22 "WALKING_DOWNSTAIRS" 3 0.133
"tGravityAccMag-std()" 215 22 "SITTING" 4 -0.924
"tGravityAccMag-std()" 215 22 "STANDING" 5 -0.94
"tGravityAccMag-std()" 215 22 "LAYING" 6 -0.909
"tGravityAccMag-std()" 215 23 "WALKING" 1 -0.21
"tGravityAccMag-std()" 215 23 "WALKING_UPSTAIRS" 2 -0.272
"tGravityAccMag-std()" 215 23 "WALKING_DOWNSTAIRS" 3 0.23
"tGravityAccMag-std()" 215 23 "SITTING" 4 -0.925
"tGravityAccMag-std()" 215 23 "STANDING" 5 -0.952
"tGravityAccMag-std()" 215 23 "LAYING" 6 -0.958
"tGravityAccMag-std()" 215 24 "WALKING" 1 -0.481
"tGravityAccMag-std()" 215 24 "WALKING_UPSTAIRS" 2 -0.307
"tGravityAccMag-std()" 215 24 "WALKING_DOWNSTAIRS" 3 -0.0225
"tGravityAccMag-std()" 215 24 "SITTING" 4 -0.964
"tGravityAccMag-std()" 215 24 "STANDING" 5 -0.948
"tGravityAccMag-std()" 215 24 "LAYING" 6 -0.969
"tGravityAccMag-std()" 215 25 "WALKING" 1 -0.566
"tGravityAccMag-std()" 215 25 "WALKING_UPSTAIRS" 2 -0.48
"tGravityAccMag-std()" 215 25 "WALKING_DOWNSTAIRS" 3 -0.259
"tGravityAccMag-std()" 215 25 "SITTING" 4 -0.96
"tGravityAccMag-std()" 215 25 "STANDING" 5 -0.968
"tGravityAccMag-std()" 215 25 "LAYING" 6 -0.649
"tGravityAccMag-std()" 215 26 "WALKING" 1 -0.422
"tGravityAccMag-std()" 215 26 "WALKING_UPSTAIRS" 2 -0.151
"tGravityAccMag-std()" 215 26 "WALKING_DOWNSTAIRS" 3 0.147
"tGravityAccMag-std()" 215 26 "SITTING" 4 -0.934
"tGravityAccMag-std()" 215 26 "STANDING" 5 -0.963
"tGravityAccMag-std()" 215 26 "LAYING" 6 -0.964
"tGravityAccMag-std()" 215 27 "WALKING" 1 -0.407
"tGravityAccMag-std()" 215 27 "WALKING_UPSTAIRS" 2 -0.38
"tGravityAccMag-std()" 215 27 "WALKING_DOWNSTAIRS" 3 0.121
"tGravityAccMag-std()" 215 27 "SITTING" 4 -0.97
"tGravityAccMag-std()" 215 27 "STANDING" 5 -0.966
"tGravityAccMag-std()" 215 27 "LAYING" 6 -0.979
"tGravityAccMag-std()" 215 28 "WALKING" 1 -0.393
"tGravityAccMag-std()" 215 28 "WALKING_UPSTAIRS" 2 -0.212
"tGravityAccMag-std()" 215 28 "WALKING_DOWNSTAIRS" 3 0.135
"tGravityAccMag-std()" 215 28 "SITTING" 4 -0.948
"tGravityAccMag-std()" 215 28 "STANDING" 5 -0.918
"tGravityAccMag-std()" 215 28 "LAYING" 6 -0.955
"tGravityAccMag-std()" 215 29 "WALKING" 1 -0.263
